bearing_code,condition_code,repetition,speed_rpm,torque_nm,radial_force_n,detected_fundamental_hz,phase1_mean_square,phase1_rms,phase1_peak_abs,phase1_crest_factor,phase1_kurtosis,phase1_mag_h1,phase1_mag_h2,phase1_mag_h3,phase1_mag_h4,phase1_mag_h5,phase2_mean_square,phase2_rms,phase2_peak_abs,phase2_crest_factor,phase2_kurtosis,phase2_mag_h1,phase2_mag_h2,phase2_mag_h3,phase2_mag_h4,phase2_mag_h5
K001,N09_M07_F10,19,899.6708898648243,1.2394030272149128,1020.7381664896437,59.999765625915515,2.9233642432081006,1.709784852900534,2.933521421401182,1.7157254706196878,-1.493800697275525,1.1926718921418535,0.004983915632488496,0.0032075950329389005,0.003061320731429872,0.008715165883490946,2.9604342160138724,1.7205912402467567,2.8839291362777058,1.6761268271156085,-1.494623486731246,1.1988016570508153,0.010184980516937576,0.0007877287628253153,0.004354906905354826,0.007780867787173474
K001,N09_M07_F10,2,899.7287008897961,1.2084045340797784,1020.9152718144867,59.999765625915515,2.785737280554895,1.6690528093966635,2.874286191948141,1.7221062004545864,-1.4942800259923636,1.1626019917185393,0.004125199620388929,0.0026531548623333324,0.002266000872253382,0.008003473695549325,2.8213828103944305,1.6796972377170925,2.7709689312742323,1.6496835674030799,-1.4939156522264554,1.1688775631243464,0.008811272781914275,0.0005317307482572989,0.003652411208395505,0.007543716476730979
K001,N09_M07_F10,20,899.7793841322838,1.2398373903671158,1020.8525811831321,59.999765625915515,2.9254608720116,1.7103978695062736,2.936276548352486,1.7167213551312928,-1.4942678255124429,1.1949537066428662,0.004143789850196388,0.002991794608225486,0.002166119799205552,0.008886440557596433,2.9610603859172837,1.7207731942116264,2.828137815513795,1.6435273544631828,-1.4947854793711348,1.200749807441906,0.009340957124693332,0.00044433422637726617,0.003465560835185554,0.008139177972286525
K001,N09_M07_F10,3,899.750317923382,1.2147955634764336,1018.050460632704,59.999765625915515,2.815414620058217,1.6779197299210165,2.8735974102103152,1.7125952803150972,-1.4940623966788715,1.1768562521978516,0.0051521019107189795,0.0027873406620985463,0.0030568001664085746,0.009925385553579044,2.848928775007251,1.6878770023337752,2.8226275616111867,1.6722945793493407,-1.4937284865101508,1.1826080036186841,0.009630114586209403,0.0006488245134338379,0.004319495749925196,0.009121491452786294
K001,N09_M07_F10,4,899.7547903793671,1.2186861705658678,1016.3626960934685,59.999765625915515,2.832199090171148,1.6829138689104526,2.9107916240529224,1.729614139990075,-1.4941162413119253,1.1725793672085516,0.00473775918937784,0.0027101015982510857,0.002825097677886552,0.008468582079433852,2.867780750412252,1.6934523171356943,2.7840557842929274,1.6440119134868114,-1.4937461508221512,1.1787154451011055,0.009269040901802484,0.0005290054432092659,0.004241839070158815,0.007608441818287105
K001,N09_M07_F10,5,899.7070966758569,1.2215425664517416,1015.1127360698233,59.999765625915515,2.847353619867438,1.6874103294301117,2.90941406057727,1.7241888412285973,-1.4949167549074722,1.1790840335480954,0.004965917839660236,0.002644090131848259,0.0026344228691617126,0.008792954269148629,2.8790635578035766,1.6967803504884116,2.812984617281622,1.6578366295153733,-1.4938013635658631,1.1844204459834229,0.009269701647142272,0.0005631227762861436,0.0036489092880345173,0.008208333470515099
K001,N09_M07_F10,6,899.7306384947944,1.2237185665768868,1013.8687847232846,59.907869899247274,2.855452338921503,1.689808373432178,2.900459897985531,1.7164430852561068,-1.493733704525249,1.0218051931870449,0.0034214029217389964,0.0036978147482777976,0.0017196593352838455,0.007837755466257111,2.889540487191465,1.6998648438012551,2.7930099468846663,1.6430776582442337,-1.4938236593260836,1.027164545997655,0.006235356869266208,0.0013333879262261673,0.00299963448850516,0.007005110063845104
K001,N09_M07_F10,7,899.7307359057861,1.2329104063003544,1013.3169842002773,59.99929688323965,2.896216195307614,1.7018273106598136,2.936276548352486,1.7253669217554544,-1.4941402275371993,1.1950112826578254,0.004545552560786792,0.0030510787047378775,0.0029535815661672093,0.010081879292182471,2.9314241054467804,1.7121402119706144,3.0010220317081355,1.752789877094273,-1.4944686734890285,1.2010836851609816,0.009563723591642122,0.00048599887505364566,0.0039281666851912886,0.009490740562603718
K001,N09_M07_F10,8,899.7621604875526,1.2341218333305424,1014.0410300066777,60.05926491260178,2.9024941278063388,1.7036707803464668,2.9328326396633564,1.721478511867722,-1.4942481270519576,1.0216474379459872,0.003765441832391073,0.0036087114511154125,0.0023379310624798387,0.007926160465335601,2.93507331656466,1.713205567515078,2.7826782208172753,1.624252380205264,-1.4934833169849906,1.0257194197168444,0.007947694388526104,0.000547105626614475,0.0033653668858987513,0.006917948460112486
K001,N09_M07_F10,9,899.7872488727797,1.234650541269383,1015.5558045386398,59.999765625915515,2.9034821740776957,1.7039607313778378,2.945230710944225,1.7284616110622955,-1.4942967214505285,1.1939450963115443,0.004426856051756689,0.003286179667973869,0.003191410841855696,0.009694084987270753,2.938782653908236,1.7142877978648263,2.829515378989447,1.6505486316321303,-1.4941182346641186,1.1998990699953467,0.00931689168373347,0.0008640022933028657,0.004372631591489494,0.008976577852787894
K001,N15_M01_F10,1,1499.606846970736,0.6379494915180113,1041.5173251413673,99.97266372476277,0.8490846390590582,0.9214578878381031,1.8645321642951398,2.0234589001887535,-1.484300730753847,0.6490831510460798,0.0008356172455949181,0.0002709353837554902,0.002961756034827414,0.010778882886748825,0.8655194879888912,0.9303329984413599,1.7619036853590568,1.8938419773466866,-1.4814763767477859,0.653020719638144,0.00810656731795556,0.002818118099069525,0.003415092747708809,0.010614011984240291
K001,N15_M01_F10,10,1499.5906936477209,0.621915487222574,1052.8069531175486,99.87242857755913,0.8126581745180042,0.9014755540323898,1.8769302355760087,2.082064485476409,-1.4825980386155213,0.4856848347039533,0.004146979278372631,0.0012628510612749115,0.0019330185818863229,0.010578904701066297,0.8262238279504384,0.9089685516839614,2.0580798326242618,2.2641925606903,-1.4844719999817386,0.4868729786675602,0.010189306694922153,0.0012414114808284387,0.0023297033464487905,0.011225657783366648
K001,N15_M01_F10,11,1499.6207654050197,0.6219555985540877,1052.4738538866445,99.99960937652585,0.8120785456331118,0.9011540077218276,1.844557493898184,2.046883749162186,-1.4815981590925706,0.6232040348607358,0.004899248449499566,0.000651759321611112,0.0018669559778265786,0.006793613058953807,0.8310571607350551,0.9116233656149095,1.763970030572535,1.9349767646452318,-1.4840442702115182,0.6271954300005137,0.008458461016364108,0.002398865612447141,0.002435901733977863,0.007172540432392457
K001,N15_M01_F10,12,1499.607953196905,0.6215848436833494,1052.9378625835411,99.96680789581585,0.8128881972237466,0.9016031262278024,1.8659097277707917,2.06954664806624,-1.4784704731733043,0.6344334734329867,0.003106506739581319,0.0019759062473271847,0.0016779034996208277,0.010747649751724164,0.8280023403612513,0.9099463392757022,2.104916990796434,2.313232000550607,-1.4870040575808834,0.6374033075859517,0.011367083868797683,0.0021144122297746724,0.003356436422669357,0.010465666182659027
K001,N15_M01_F10,13,1499.649831730753,0.6209111045596727,1052.368905034826,100.06611955972151,0.8086367510637095,0.8992423205475315,1.8225164782877499,2.0267245398081957,-1.4839284063895384,0.5033396498182928,0.004301619533856446,0.0005938552646023905,0.0017978887417742675,0.010485751988879717,0.8296477453423972,0.9108500125390553,1.7267758167299279,1.895785028224817,-1.4804326957532143,0.5068425929871778,0.01013471416093482,0.0036498329087053132,0.00301005580518172,0.010516240858344298
K001,N15_M01_F10,14,1499.56444977609,0.6203035272303257,1052.1817044826012,99.99960937652585,0.8095677867809447,0.8997598495048246,1.8314706408794887,2.0355105219325176,-1.4819784260771451,0.6207688836513987,0.004237380614617535,0.001369579345444505,0.002178496915562895,0.00726892598815069,0.8255360824651795,0.9085901619900908,1.7591485584077526,1.936129876813412,-1.486390195917098,0.6238905639982828,0.007367594505945277,0.0018861613041292523,0.0024155790471437743,0.0071171615453429395
K001,N15_M01_F10,15,1499.6154388230793,0.6196529793437326,1051.4014950674941,99.99960937652585,0.8056135418605371,0.897559770633988,1.8142510974338375,2.0213150776046347,-1.4843947052783888,0.6183903843406086,0.003975736504028124,0.0013451636722798751,0.0016321953915430414,0.00812650423715027,0.8245397263021506,0.9080416985481177,1.7591485584077526,1.9372993125981806,-1.4829278967691601,0.6224788180749967,0.009898841067897356,0.0022443858073545662,0.002259779893694899,0.007992525669051391
K001,N15_M01_F10,16,1499.5699301136385,0.6197031130289316,1051.3274142765883,99.9871431743892,0.8075900383804767,0.8986601350791503,1.84524627563601,2.0533305124005397,-1.482742334120827,0.629207374216909,0.003550903500682218,0.001691534103978218,0.002572402585842769,0.008744335420767994,0.8229644233411576,0.9071738661034926,1.799097899201664,1.9831897350936458,-1.485885828404989,0.6323423401789888,0.006710741786769122,0.001894013968792359,0.0032990256999703726,0.009218497776286796
K001,N15_M01_F10,17,1499.5020706434757,0.6199561515301207,1050.617280470585,99.99960937652585,0.8078512196995805,0.8988054404038621,1.8259603869768803,2.0315413157228086,-1.4823519342469873,0.6180677481421227,0.0012149409515351387,0.000549162534674548,0.002356859860593093,0.007920336757058829,0.8253350004567462,0.9084794991945312,1.740551451486449,1.915895133604713,-1.4815582631040292,0.6220037770581179,0.008397085164944751,0.0023226816207379455,0.0026774940478964753,0.008233033574116668
K001,N15_M01_F10,18,1499.5295880851952,0.6192745970432092,1050.1211719513283,99.99921875610347,0.8060311182548856,0.8977923580956153,1.8232052600255761,2.030764957604377,-1.4844885416426694,0.6165128984176478,0.0006583052185709441,0.0005592507827466918,0.001982064135134501,0.008204319973296691,0.8242158757406439,0.9078633574170971,1.7212655628273195,1.8959522363854182,-1.4812949142520688,0.6205137473974273,0.007062685345898172,0.0023089385305282606,0.0027126239952896297,0.008319887633955239
K001,N15_M01_F10,19,1499.566980666043,0.618812932081743,1049.5314184670726,99.99921875610347,0.8066673148268668,0.8981465998526448,1.8542004382277488,2.0644741499126757,-1.4815586346402048,0.6193678633609777,0.0032146165105706357,0.001507718021935093,0.0016827437981619393,0.007817745003691041,0.821651889122649,0.9064501581017287,1.70542358285732,1.8814311714929666,-1.4850697487481455,0.6222080626668623,0.010033052046160711,0.0012147822852993247,0.0022631437086813016,0.00825445994912791
K001,N15_M01_F10,2,1499.6023723348637,0.6325368269982736,1045.3339497935722,99.99960937652585,0.8369922705506194,0.9148728165983616,1.8569555651790532,2.0297417646351117,-1.4823049264367254,0.6337726692629306,0.002795203260721204,0.0015378088393668738,0.001955481653095103,0.0069431571069521365,0.8504260639411789,0.9221854823955856,1.9726708971338307,2.1391259511149223,-1.4855578148538284,0.6363765584517335,0.009683119430950484,0.0012289848304311343,0.0024936053050696595,0.006996036975869625
K001,N15_M01_F10,20,1499.6060660338303,0.6183999665491449,1049.553351605514,100.0,0.8056361994633906,0.8975723923246474,1.84524627563601,2.055818885936271,-1.4807741345874992,0.6138006523255641,0.0036904326629588944,0.001525065251871862,0.0018994253918033928,0.008524700353140294,0.8199250005853133,0.9054971013677036,1.878307799051661,2.0743388313607856,-1.4848768265251275,0.6163244635680164,0.009839025206329684,0.0009970799706194274,0.002205217060473521,0.009104458693001223
K001,N15_M01_F10,3,1499.5799696682984,0.6288242827682772,1047.8626308606624,99.99960937652585,0.8280743595042969,0.9099859117064928,1.8734863268868782,2.0588080571198484,-1.4808586585887016,0.6251116038012796,0.00411821783532106,0.0013615415669871295,0.002392722161232001,0.008218209422261332,0.8418924142745584,0.917546954806433,1.7419290149621014,1.8984630768346686,-1.48767268206391,0.6278741187939955,0.006237739147895218,0.0013466529316598901,0.002416399220045833,0.00805838856967814
K001,N15_M01_F10,4,1499.6027777851505,0.6274956114931308,1049.4266924990868,99.99960937652585,0.8236962034745586,0.9075771060767006,1.8197613513364461,2.0050763060815413,-1.4830024756229683,0.6246707051980658,0.00441895124546458,0.000514969586812896,0.0018203871340250375,0.007744287037275127,0.8415648590029511,0.9173684423408901,1.714377745449059,1.8687995644088264,-1.4831484015400498,0.6284318406802677,0.008510005332456631,0.0025663286003992504,0.0022299181336047314,0.008202040355989712
K001,N15_M01_F10,5,1499.5996086612552,0.6263170925572324,1050.3324357552576,99.99960937652585,0.8213278715969977,0.9062714116626419,1.8300930774038369,2.019365340065572,-1.483156793164775,0.6270612727473333,0.0008107739265083604,0.000456288479426071,0.00212517325898321,0.0068129280030681,0.8382807950164048,0.9155767553932357,1.9960894762199168,2.180144334663243,-1.4805486452193768,0.6310287917490958,0.008616513420042472,0.0024108373648346446,0.002617329076964247,0.007245751832470761
K001,N15_M01_F10,6,1499.6144145396313,0.6256315705218235,1051.4730340875785,100.02533372308292,0.8189426229823887,0.9049544866911201,1.809429625269055,1.9994703069378241,-1.483655902672709,0.5843796433252189,0.0036184625360336283,0.0004109273021719768,0.0023009377261651613,0.010169268964983082,0.8393201570439965,0.9161441791792363,1.7377963245351449,1.896858992317146,-1.4814179163790027,0.5885685512343996,0.007088675299769025,0.0033663432736211673,0.003739024020385444,0.01021547859135119
K001,N15_M01_F10,7,1499.686836803823,0.6251024516239589,1052.1285690706893,99.99960937652585,0.8185517038208386,0.90473847261009,1.7873886096586213,1.9755859441924297,-1.4857024901398583,0.6257678454923179,0.0015089486875842547,0.0010011851845322863,0.0020271394430099268,0.007085783766912945,0.8351163695579887,0.9138470164956434,1.7226431263029718,1.885045412643402,-1.483534853397854,0.6294664311601337,0.00554722609068139,0.0016303277400943643,0.002618724124675375,0.006724408790917727
K001,N15_M01_F10,8,1499.5902243242558,0.6245819198438388,1052.841357925456,99.99960937652585,0.8167882097813965,0.9037633593930419,1.8073632800555768,1.9998191576049102,-1.484999264111703,0.6243769021509308,0.0008997864433480196,0.0009139914327889959,0.002131018661712703,0.00747637271653986,0.8336998825424793,0.9130716743730907,1.8734863268868782,2.0518502319910454,-1.4822938215895953,0.6283346887262861,0.005655539319994766,0.0017086379730598276,0.0025272742516091666,0.007115915991639776
K001,N15_M01_F10,9,1499.6058717202593,0.6229334988353115,1052.6491091989408,99.99960937652585,0.8123928023631266,0.9013283543543532,1.8004754626773163,1.9975799651471604,-1.4836888513111057,0.6214297237553449,0.004154345040076325,0.0004516182588916841,0.0015159197079578513,0.007982104183045157,0.8334826393868627,0.9129527038060968,1.7887661731342732,1.959319651146125,-1.48050107903941,0.6261840745205732,0.009591523179722934,0.002676507162800306,0.0028206742926890076,0.008207304311161004
K001,N15_M07_F04,1,1499.5617216137134,1.257224404486712,403.5589709744582,99.95786120486027,3.0942849408534734,1.7590579697251234,3.0547470072585683,1.7365812041634499,-1.4997018879658617,1.2352055431164797,0.009846555063407512,0.004842683178356858,0.004963101394217598,0.016001084745082054,3.0850694044759446,1.7564365643187756,2.884617918015532,1.6423126098688998,-1.4939549341942946,1.2312890129606044,0.01350517384412715,0.0008356719932003349,0.004097394020916158,0.0158401771450892
K001,N15_M07_F04,10,1499.630155736046,1.2548910809353473,402.24118987229247,99.99882813873275,3.0745941332312015,1.7534520618571816,3.0788543680824803,1.75588168907309,-1.4938703701651894,1.2174558873527264,0.006792661531681182,0.0009076608001308646,0.003619983066504973,0.01226402663508676,3.091132673254994,1.75816173125654,2.9631390361277026,1.6853620366369695,-1.4951279625339207,1.2191956475727674,0.01527526163968115,0.0037623104067803646,0.005675919157753989,0.010701373310252683
K001,N15_M07_F04,11,1499.5526106362133,1.2550039680272371,401.87378119495264,99.99296924435,3.082875611366782,1.7558119521653741,3.0575021342098725,1.7413608162532297,-1.4951356303800127,1.2267215955006023,0.00571520701573965,0.003644228829868437,0.004093086797619483,0.014048159292508538,3.0775886501740572,1.754305745921747,2.921812131858139,1.665509070269254,-1.4961529792070358,1.2242423978706218,0.003975264467117448,0.0010696998622621195,0.004701293383787984,0.013519664956379513
K001,N15_M07_F04,12,1499.5920743910092,1.2543059148656281,401.150388144557,100.0,3.0680443010745613,1.7515833697185417,2.9934454325920488,1.7089939790151463,-1.4990509206877909,1.2036698594098003,0.003617546308685831,0.0018806475248373483,0.00325510882995967,0.015063345103474983,3.0734377501616947,1.7531222861402722,3.0444152811911778,1.7365675545052,-1.492287198637323,1.2033692747605562,0.005361634071954474,0.0014930834039794973,0.0036581191247900746,0.014002337407390894
K001,N15_M07_F04,13,1499.6154980509052,1.2543758832154457,401.4686475194931,99.99960937652585,3.0729048517929054,1.7529702940417746,3.0540582255207425,1.7422190415326924,-1.5012842305522311,1.2079404401648102,0.00837390511222566,0.0035721131206915744,0.003027760599755973,0.014014615913070086,3.0711280328723816,1.7524634184120311,2.9321438579255297,1.673155529022368,-1.493816881151071,1.2054082453909898,0.012895050862090198,0.0005920481412845915,0.0027519897909240166,0.012754540592295254
K001,N15_M07_F04,14,1499.56628595185,1.2537176320259722,400.8616526811928,99.99960937652585,3.062783059270491,1.750080872208622,3.0946963480524796,1.7683161945235921,-1.4974494207746456,1.2116291874121263,0.0037150700664461667,0.001522868689009527,0.0040326632041302315,0.012566714044841573,3.08372295303432,1.75605323183391,3.0092874125620486,1.7136652568438036,-1.487605405403643,1.2142256806822487,0.011515007660376641,0.004543221126177697,0.004489504998482365,0.01271819691967307
K001,N15_M07_F04,15,1499.6050489249321,1.2535929020364212,401.0836335761981,99.96813826439023,3.078925131511557,1.7546866191749333,3.074721677655524,1.752291061010815,-1.4939038151450825,1.238636403921111,0.010370709408078703,0.004938853182355486,0.0037001010116940593,0.018448993923007348,3.0724827424411796,1.7528498915883184,2.8935720806072704,1.650781447112567,-1.4953379115990677,1.2352535572839343,0.014917358039954918,0.001070958030063075,0.004603989176036061,0.01817348997786906
K001,N15_M07_F04,16,1499.6091918030888,1.2536000596995576,400.94179446182926,99.99960937652585,3.063147309123038,1.7501849356919508,3.0085986308242223,1.7190175560702943,-1.4988361756103528,1.2074607453638608,0.00588290417952621,0.002061556856210761,0.0022464400517778964,0.014269716833054665,3.074280936669689,1.7533627510215017,2.8928832988694446,1.6499057580549508,-1.4915595023213712,1.207291866837968,0.013183260404412048,0.0015718230839891832,0.003680199288051702,0.013182802618466855
K001,N15_M07_F04,17,1499.5771801923584,1.2536022950563008,400.61499069904806,99.97090307661678,3.062153451558464,1.7499009833583339,3.0643899515881334,1.7511790556898195,-1.4975424520321534,1.2357816951281198,0.003254569313191879,0.0018391650327069361,0.005096473611556066,0.01874689798811705,3.0812845305587726,1.7553588039368968,2.889439390180314,1.6460676778445043,-1.4877926642024788,1.2381214245138734,0.008907556394102588,0.004489519456999845,0.004513096867451345,0.018731820653776845
K001,N15_M07_F04,18,1499.6009230585898,1.252989619148529,400.81980806750494,99.9636580141811,3.0724223270344946,1.7528326580237186,3.0802319315581324,1.7572880773633166,-1.4978886810196652,1.233390627153239,0.009091685802348076,0.004129245069187125,0.00396175836651323,0.01698541641417333,3.068934767088026,1.7518375401526325,2.9156130962177045,1.6643170553153437,-1.4943354684122436,1.230330346331403,0.014472144609537656,0.0009338145781800148,0.004171597441801154,0.01643021527571492
K001,N15_M07_F04,19,1499.6150391529345,1.2529718889260766,400.69435618511585,99.96728003614777,3.068049170272854,1.751584759659907,3.050614316831612,1.7416310001600657,-1.5004681450854431,1.2335276189228435,0.00919781479403967,0.00425571661928732,0.004439023123758204,0.01757594674209226,3.067537132337679,1.7514385893709432,2.897704771034227,1.6544712378839292,-1.4931723998886541,1.2310735704855649,0.014145560741721826,0.0010296529880554875,0.004359714426850552,0.01636091269510218
K001,N15_M07_F04,2,1499.548810226667,1.2565851179756324,403.2611952435972,100.07396704825487,3.0793259728673115,1.7548008356697666,3.0141088847268307,1.7176358840611194,-1.4971308157114172,0.883495622136036,0.004657278557797872,0.0015510321987929371,0.005098527731592843,0.017466494551533273,3.0976803112853712,1.7600228155581878,2.9397204570416164,1.6702740618219143,-1.4885408952160513,0.8851587180936124,0.01280842910956507,0.0034432646360373167,0.005633497483697347,0.01748080645743977
K001,N15_M07_F04,20,1499.608925339947,1.2521925121110808,400.72381367491465,100.05731150557715,3.060598095978768,1.749456514457781,3.0575021342098725,1.747686843852476,-1.4990134411330591,0.9945501189111081,0.0038816337203027972,0.0019467315551273915,0.004097907327790893,0.016907940635689025,3.069176399836662,1.751906504307996,2.982424924786832,1.702388179650541,-1.489885510747577,0.9938630677770828,0.005633266002823895,0.0027177223884238414,0.004216917209631253,0.016480890092622876
K001,N15_M07_F04,3,1499.6205188538681,1.255842133958223,403.0228297094717,99.99960937652585,3.088897376739798,1.7575259249125736,3.0244406107942217,1.7208512078959344,-1.500548654373153,1.2089793036919356,0.003986696170601547,0.0036233926332119282,0.002674869499165827,0.013447976787584994,3.074526757097656,1.7534328493266162,3.0099761942998744,1.716619028470818,-1.4937540973144918,1.2051798982255655,0.004841196416855998,0.0007273018403526867,0.0035865697711471305,0.013378401461235978
K001,N15_M07_F04,4,1499.6187266830611,1.2562700046040562,402.14124325848917,99.9609527528309,3.0845823618644896,1.7562979137562311,3.0451040629290036,1.7338197802765567,-1.5010061545702094,1.2345699636996599,0.008872574910886106,0.004364408555903005,0.004180906179252592,0.01714605921989173,3.080014540017484,1.754997019945471,2.967271726554659,1.6907559915098056,-1.493334026613573,1.2315584748640864,0.01384430549810646,0.0008960643415649363,0.004025021426435478,0.01578414540127117
K001,N15_M07_F04,5,1499.5921566688523,1.255801446623848,402.32434507542797,99.99960937652585,3.0785407757286936,1.7545770931277695,3.034772336861613,1.7296318005906046,-1.500647053294086,1.2129233977799343,0.007519058998560465,0.0028384190985731757,0.0026474540202849595,0.013853317184077838,3.0788452376417648,1.7546638531758054,2.9101028423150956,1.658495920485303,-1.4932909530964014,1.2108853219039049,0.013221182342308117,0.0008709144449761414,0.0032810685000243716,0.01255857448153967
K001,N15_M07_F04,6,1499.5619928818035,1.2555961398562476,402.6533658211436,99.88567772042155,3.0782458807066884,1.7544930551890732,3.0623236063746546,1.7454179127797362,-1.493976985876902,1.0367979201957576,0.006686899884038581,0.0011213673449044239,0.0038695163382085384,0.01506515546354125,3.0940135138197578,1.758980816785606,2.9128579692664003,1.655991891139217,-1.494595650362486,1.038179725812723,0.013675461055604007,0.0028757702270032176,0.005340783965578695,0.012853792985292292
K001,N15_M07_F04,7,1499.6306961483997,1.2549621868476817,402.49503819745786,99.85178251033622,3.08136665946956,1.7553821975483173,3.076099241131176,1.7523814730646463,-1.4920199580205342,0.8193430178929646,0.00854066735308126,0.002346931618844742,0.0022981029435121484,0.015140374798793283,3.0866286876198954,1.756880385120141,2.933521421401182,1.6697331510139084,-1.4972094207511444,0.8180611197924633,0.016274955061736113,0.0017485362529623078,0.006021355718476441,0.013961365710199507
K001,N15_M07_F04,8,1499.5525639331054,1.2554861540960098,402.0748985383159,99.99921875610347,3.078902388616616,1.7546801385485093,3.0340835551237864,1.7291376863897334,-1.5002192540523465,1.2004441007810196,0.005031663297662033,0.004198372883620298,0.0031576144317771635,0.015584519843950435,3.073878888357905,1.7532480966360422,2.875663755423793,1.6401921444782004,-1.4928762421001258,1.1979478426104564,0.004550541299347629,0.001207979926246374,0.004052832566604382,0.015258907932967872
