bearing_code,condition_code,repetition,speed_rpm,torque_nm,radial_force_n,detected_fundamental_hz,phase1_mean_square,phase1_rms,phase1_peak_abs,phase1_crest_factor,phase1_kurtosis,phase1_mag_h1,phase1_mag_h2,phase1_mag_h3,phase1_mag_h4,phase1_mag_h5,phase1_bpfo_sideband_k1,phase1_bpfo_sideband_k2,phase1_bpfi_sideband_k1,phase1_bpfi_sideband_k2,phase1_bsf_sideband_k1,phase1_bsf_sideband_k2,phase1_ftf_sideband_k1,phase1_ftf_sideband_k2,phase2_mean_square,phase2_rms,phase2_peak_abs,phase2_crest_factor,phase2_kurtosis,phase2_mag_h1,phase2_mag_h2,phase2_mag_h3,phase2_mag_h4,phase2_mag_h5,phase2_bpfo_sideband_k1,phase2_bpfo_sideband_k2,phase2_bpfi_sideband_k1,phase2_bpfi_sideband_k2,phase2_bsf_sideband_k1,phase2_bsf_sideband_k2,phase2_ftf_sideband_k1,phase2_ftf_sideband_k2
K001,N09_M07_F10,19,899.6708898648243,1.2394030272149128,1020.7381664896437,59.999765625915515,2.9233642432081006,1.709784852900534,2.933521421401182,1.7157254706196878,-1.493800697275525,1.1926718921418535,0.004983915632488496,0.0032075950329389005,0.003061320731429872,0.008715165883490946,0.0008450708668856174,0.00044954613997935487,0.0005621495899326013,0.00036799247992854166,0.0028645666332232918,0.022574566461021694,0.00672883110638087,0.003103251580979492,2.9604342160138724,1.7205912402467567,2.8839291362777058,1.6761268271156085,-1.494623486731246,1.1988016570508153,0.010184980516937576,0.0007877287628253153,0.004354906905354826,0.007780867787173474,0.0009272936923518215,0.000538751080961147,0.0006055228205199274,0.00045121632957099506,0.004672077007379895,0.08518449576165683,0.006741117067922704,0.003941786370692358
K001,N09_M07_F10,2,899.7287008897961,1.2084045340797784,1020.9152718144867,59.999765625915515,2.785737280554895,1.6690528093966635,2.874286191948141,1.7221062004545864,-1.4942800259923636,1.1626019917185393,0.004125199620388929,0.0026531548623333324,0.002266000872253382,0.008003473695549325,0.0007870983766546337,0.0004913496955180124,0.00047185655623749827,0.00037131461216859476,0.003161130208292854,0.021873096121683967,0.005056289853401537,0.002213833656115002,2.8213828103944305,1.6796972377170925,2.7709689312742323,1.6496835674030799,-1.4939156522264554,1.1688775631243464,0.008811272781914275,0.0005317307482572989,0.003652411208395505,0.007543716476730979,0.0006978694817732729,0.0005248426074371469,0.0005276339053564169,0.0003258524225023854,0.004129682290420433,0.07676150288981509,0.00511377468725073,0.0026820109042897003
K001,N09_M07_F10,20,899.7793841322838,1.2398373903671158,1020.8525811831321,59.999765625915515,2.9254608720116,1.7103978695062736,2.936276548352486,1.7167213551312928,-1.4942678255124429,1.1949537066428662,0.004143789850196388,0.002991794608225486,0.002166119799205552,0.008886440557596433,0.0007539881781175637,0.0003083744457988928,0.0003903706991736202,0.00035857977000347855,0.002109878371301103,0.02432009130888263,0.004744091393977999,0.002685205141393728,2.9610603859172837,1.7207731942116264,2.828137815513795,1.6435273544631828,-1.4947854793711348,1.200749807441906,0.009340957124693332,0.00044433422637726617,0.003465560835185554,0.008139177972286525,0.0006040841824455892,0.00041825455585297564,0.0004494482153247712,0.0003427855997112482,0.0036383474807254487,0.08683131803393349,0.004711404312259916,0.0020434479466644377
K001,N09_M07_F10,3,899.750317923382,1.2147955634764336,1018.050460632704,59.999765625915515,2.815414620058217,1.6779197299210165,2.8735974102103152,1.7125952803150972,-1.4940623966788715,1.1768562521978516,0.0051521019107189795,0.0027873406620985463,0.0030568001664085746,0.009925385553579044,0.0007107654852626737,0.000455942716695268,0.0005751804521224518,0.0003480573306045641,0.0025066645773401926,0.022487274478951196,0.005444561684987826,0.0038628332889007566,2.848928775007251,1.6878770023337752,2.8226275616111867,1.6722945793493407,-1.4937284865101508,1.1826080036186841,0.009630114586209403,0.0006488245134338379,0.004319495749925196,0.009121491452786294,0.0008717278031719204,0.00027134557968642705,0.0003877153774484385,0.00019071313965793896,0.003854762510999846,0.07857837287047603,0.005520390636552522,0.002535266076193304
K001,N09_M07_F10,4,899.7547903793671,1.2186861705658678,1016.3626960934685,59.999765625915515,2.832199090171148,1.6829138689104526,2.9107916240529224,1.729614139990075,-1.4941162413119253,1.1725793672085516,0.00473775918937784,0.0027101015982510857,0.002825097677886552,0.008468582079433852,0.0009421715175970323,0.00036185770257218987,0.00047283729623059386,0.00021002308722350402,0.0025011224656024244,0.02006815331882227,0.005430085541986795,0.0031398495584608176,2.867780750412252,1.6934523171356943,2.7840557842929274,1.6440119134868114,-1.4937461508221512,1.1787154451011055,0.009269040901802484,0.0005290054432092659,0.004241839070158815,0.007608441818287105,0.000924260661599445,0.0003236977584201294,0.0004114349942213724,0.0002978662005588205,0.004121730222407909,0.07750254842839689,0.005412585993511503,0.0025043623835719194
K001,N09_M07_F10,5,899.7070966758569,1.2215425664517416,1015.1127360698233,59.999765625915515,2.847353619867438,1.6874103294301117,2.90941406057727,1.7241888412285973,-1.4949167549074722,1.1790840335480954,0.004965917839660236,0.002644090131848259,0.0026344228691617126,0.008792954269148629,0.0008052704424689347,0.0005730120342478125,0.000672615151050721,0.00039522155179528407,0.0029150660687636493,0.020974166820314635,0.005825235759636731,0.002426270331114499,2.8790635578035766,1.6967803504884116,2.812984617281622,1.6578366295153733,-1.4938013635658631,1.1844204459834229,0.009269701647142272,0.0005631227762861436,0.0036489092880345173,0.008208333470515099,0.0009834210899047615,0.000325222552442683,0.0003958930902532842,0.0002544762415314343,0.0042420227798243915,0.0771464577325811,0.0057738360893986465,0.004002495103050386
K001,N09_M07_F10,6,899.7306384947944,1.2237185665768868,1013.8687847232846,59.907869899247274,2.855452338921503,1.689808373432178,2.900459897985531,1.7164430852561068,-1.493733704525249,1.0218051931870449,0.0034214029217389964,0.0036978147482777976,0.0017196593352838455,0.007837755466257111,0.0021509709471216596,0.0012161454988839895,0.0015344016290512533,0.0009655516353082286,0.0031321281804017327,0.022032230006239766,0.01964627935463593,0.009013657791849913,2.889540487191465,1.6998648438012551,2.7930099468846663,1.6430776582442337,-1.4938236593260836,1.027164545997655,0.006235356869266208,0.0013333879262261673,0.00299963448850516,0.007005110063845104,0.0020125723803697377,0.0011299620941408015,0.0012083209131440256,0.0007731777997211438,0.005490140468026977,0.07502151821642994,0.01952971997309735,0.007922401296858304
K001,N09_M07_F10,7,899.7307359057861,1.2329104063003544,1013.3169842002773,59.99929688323965,2.896216195307614,1.7018273106598136,2.936276548352486,1.7253669217554544,-1.4941402275371993,1.1950112826578254,0.004545552560786792,0.0030510787047378775,0.0029535815661672093,0.010081879292182471,0.0007353110874225576,0.0002908109168995095,0.0003115351359015426,0.000265042817132611,0.0030879725410810892,0.02497038077512472,0.004193935082784436,0.00352061249044378,2.9314241054467804,1.7121402119706144,3.0010220317081355,1.752789877094273,-1.4944686734890285,1.2010836851609816,0.009563723591642122,0.00048599887505364566,0.0039281666851912886,0.009490740562603718,0.0006668746493874678,0.00047649994418853337,0.0004403012560129749,0.0002736727055868767,0.0043452070701839336,0.07903114963099166,0.004476841985940495,0.00200243151436977
K001,N09_M07_F10,8,899.7621604875526,1.2341218333305424,1014.0410300066777,60.05926491260178,2.9024941278063388,1.7036707803464668,2.9328326396633564,1.721478511867722,-1.4942481270519576,1.0216474379459872,0.003765441832391073,0.0036087114511154125,0.0023379310624798387,0.007926160465335601,0.0020787012052121646,0.0011718602012569675,0.0013783899717039977,0.0008799301709647477,0.005428004708985158,0.022292620099331233,0.01972027840518115,0.008566936974385039,2.93507331656466,1.713205567515078,2.7826782208172753,1.624252380205264,-1.4934833169849906,1.0257194197168444,0.007947694388526104,0.000547105626614475,0.0033653668858987513,0.006917948460112486,0.0030088113338609447,0.0006021864925693722,0.000788685015924559,0.0003740451024752491,0.005000801951951982,0.08378662817423425,0.020607372768593143,0.009287191134705287
K001,N09_M07_F10,9,899.7872488727797,1.234650541269383,1015.5558045386398,59.999765625915515,2.9034821740776957,1.7039607313778378,2.945230710944225,1.7284616110622955,-1.4942967214505285,1.1939450963115443,0.004426856051756689,0.003286179667973869,0.003191410841855696,0.009694084987270753,0.0006237793997904196,0.0004837327369769857,0.0004679719593085824,0.0003434787628781216,0.003172224894155976,0.023884788332086137,0.004655080635508717,0.0020515686959409396,2.938782653908236,1.7142877978648263,2.829515378989447,1.6505486316321303,-1.4941182346641186,1.1998990699953467,0.00931689168373347,0.0008640022933028657,0.004372631591489494,0.008976577852787894,0.0007743294594462714,0.0003878852166767294,0.00043868598848563104,0.0002722167202796337,0.004162496852347112,0.08118144108491995,0.00483438813973272,0.0031759145761834306
K001,N15_M01_F10,1,1499.606846970736,0.6379494915180113,1041.5173251413673,99.97266372476277,0.8490846390590582,0.9214578878381031,1.8645321642951398,2.0234589001887535,-1.484300730753847,0.6490831510460798,0.0008356172455949181,0.0002709353837554902,0.002961756034827414,0.010778882886748825,0.00041414574485810487,0.00018307407301928038,0.00026832638710995834,0.00021772001393166831,0.002695050671460122,0.02203142909848943,0.0003770144150172783,0.00026516035995549576,0.8655194879888912,0.9303329984413599,1.7619036853590568,1.8938419773466866,-1.4814763767477859,0.653020719638144,0.00810656731795556,0.002818118099069525,0.003415092747708809,0.010614011984240291,0.0002794304352870254,0.0001669870450982582,0.00021898877024594733,0.00014765541986547673,0.006118839282989099,0.0791343455475255,0.0003551269292104602,0.0003434842349017994
K001,N15_M01_F10,10,1499.5906936477209,0.621915487222574,1052.8069531175486,99.87242857755913,0.8126581745180042,0.9014755540323898,1.8769302355760087,2.082064485476409,-1.4825980386155213,0.4856848347039533,0.004146979278372631,0.0012628510612749115,0.0019330185818863229,0.010578904701066297,0.0011604917866926356,0.0004149360447595225,0.0004226189929387937,0.00024188415510542432,0.002936387413038578,0.02262276124608252,0.0064254774909459295,0.0030702452918798507,0.8262238279504384,0.9089685516839614,2.0580798326242618,2.2641925606903,-1.4844719999817386,0.4868729786675602,0.010189306694922153,0.0012414114808284387,0.0023297033464487905,0.011225657783366648,0.0009114396705380312,0.0005611531705474237,0.0006449438031441571,0.0003426585706554544,0.004236681913909007,0.08759890171866276,0.006310309345696752,0.0029831040861605894
K001,N15_M01_F10,11,1499.6207654050197,0.6219555985540877,1052.4738538866445,99.99960937652585,0.8120785456331118,0.9011540077218276,1.844557493898184,2.046883749162186,-1.4815981590925706,0.6232040348607358,0.004899248449499566,0.000651759321611112,0.0018669559778265786,0.006793613058953807,0.00039604714306409796,0.0002583213132658295,0.00039865970694581796,0.0002526546682415686,0.0017947763568469737,0.016635975397841014,0.002310757309668901,0.0010255478389126057,0.8310571607350551,0.9116233656149095,1.763970030572535,1.9349767646452318,-1.4840442702115182,0.6271954300005137,0.008458461016364108,0.002398865612447141,0.002435901733977863,0.007172540432392457,0.0004453052221087372,0.00036295540809444185,0.0003511978275442049,0.0002230931760490824,0.0055013225252498864,0.09135915239057796,0.0023321286923477656,0.0012628892518431875
K001,N15_M01_F10,12,1499.607953196905,0.6215848436833494,1052.9378625835411,99.96680789581585,0.8128881972237466,0.9016031262278024,1.8659097277707917,2.06954664806624,-1.4784704731733043,0.6344334734329867,0.003106506739581319,0.0019759062473271847,0.0016779034996208277,0.010747649751724164,0.00040315563392600206,0.0002829510137288695,0.000191653057844104,0.00021032974480616342,0.0025429332959955035,0.02313867148551554,0.0008785834533944823,0.0004973772792623314,0.8280023403612513,0.9099463392757022,2.104916990796434,2.313232000550607,-1.4870040575808834,0.6374033075859517,0.011367083868797683,0.0021144122297746724,0.003356436422669357,0.010465666182659027,0.0004757647657741816,0.0002522895481784889,0.00018208088465447103,0.00018624632126167993,0.005732374479794304,0.08733263186369095,0.0006909981892543277,0.00044968964047898834
K001,N15_M01_F10,13,1499.649831730753,0.6209111045596727,1052.368905034826,100.06611955972151,0.8086367510637095,0.8992423205475315,1.8225164782877499,2.0267245398081957,-1.4839284063895384,0.5033396498182928,0.004301619533856446,0.0005938552646023905,0.0017978887417742675,0.010485751988879717,0.0009677346471037598,0.0005799828119693709,0.0006206845511931028,0.0004258839740688427,0.0024279611303114736,0.017770062516638645,0.0061067553459509686,0.002774073829072071,0.8296477453423972,0.9108500125390553,1.7267758167299279,1.895785028224817,-1.4804326957532143,0.5068425929871778,0.01013471416093482,0.0036498329087053132,0.00301005580518172,0.010516240858344298,0.0011960904167870022,0.00036375682240641604,0.0006003017282817054,0.0003248384497051893,0.004120136904535173,0.0910095955122354,0.006090824097090221,0.002868648636291064
K001,N15_M01_F10,14,1499.56444977609,0.6203035272303257,1052.1817044826012,99.99960937652585,0.8095677867809447,0.8997598495048246,1.8314706408794887,2.0355105219325176,-1.4819784260771451,0.6207688836513987,0.004237380614617535,0.001369579345444505,0.002178496915562895,0.00726892598815069,0.0004879247100974947,0.00028034748221364273,0.0004306302150429795,0.0002790472150701468,0.002735172302136933,0.017970613948023014,0.002513409568823591,0.0013414243010445267,0.8255360824651795,0.9085901619900908,1.7591485584077526,1.936129876813412,-1.486390195917098,0.6238905639982828,0.007367594505945277,0.0018861613041292523,0.0024155790471437743,0.0071171615453429395,0.0006371956399184426,0.00021390051138918864,0.0002508524601671685,0.00020280554267675113,0.006321016813587543,0.09054821999358531,0.002680810599842159,0.0014348926908884895
K001,N15_M01_F10,15,1499.6154388230793,0.6196529793437326,1051.4014950674941,99.99960937652585,0.8056135418605371,0.897559770633988,1.8142510974338375,2.0213150776046347,-1.4843947052783888,0.6183903843406086,0.003975736504028124,0.0013451636722798751,0.0016321953915430414,0.00812650423715027,0.0004600097717117967,0.00022816016787390698,0.0003220888839498139,0.0002192315662886223,0.003979646087451269,0.020837941929912365,0.002330984287784555,0.0011440296945626966,0.8245397263021506,0.9080416985481177,1.7591485584077526,1.9372993125981806,-1.4829278967691601,0.6224788180749967,0.009898841067897356,0.0022443858073545662,0.002259779893694899,0.007992525669051391,0.0004881778943646017,0.0003075410410028121,0.00027541269196598516,0.00026375927080151426,0.004567108831452726,0.09002685461293947,0.002368749820326562,0.0011078968200791506
K001,N15_M01_F10,16,1499.5699301136385,0.6197031130289316,1051.3274142765883,99.9871431743892,0.8075900383804767,0.8986601350791503,1.84524627563601,2.0533305124005397,-1.482742334120827,0.629207374216909,0.003550903500682218,0.001691534103978218,0.002572402585842769,0.008744335420767994,0.00041627974066372943,0.0002559596786394322,0.0002858784220355009,0.0001762379865941305,0.0034757011480230538,0.018047644400858057,0.0015181397504954804,0.0007152349732894803,0.8229644233411576,0.9071738661034926,1.799097899201664,1.9831897350936458,-1.485885828404989,0.6323423401789888,0.006710741786769122,0.001894013968792359,0.0032990256999703726,0.009218497776286796,0.00041197015839875695,0.00023968248038867766,0.0003038797103740694,0.00016022245033086498,0.002115055384110212,0.08784034927433688,0.0013301924055816143,0.0007897550787431659
K001,N15_M01_F10,17,1499.5020706434757,0.6199561515301207,1050.617280470585,99.99960937652585,0.8078512196995805,0.8988054404038621,1.8259603869768803,2.0315413157228086,-1.4823519342469873,0.6180677481421227,0.0012149409515351387,0.000549162534674548,0.002356859860593093,0.007920336757058829,0.0005588121407191102,0.0003526289748782899,0.0003404033898772985,0.00024333339928363514,0.003557329247961647,0.022998935070442567,0.0024265508094548564,0.0012761610166267738,0.8253350004567462,0.9084794991945312,1.740551451486449,1.915895133604713,-1.4815582631040292,0.6220037770581179,0.008397085164944751,0.0023226816207379455,0.0026774940478964753,0.008233033574116668,0.0005678967970826334,0.0002673654802712043,0.00024452023856765117,0.00019883966805898235,0.0028826602699207177,0.08480341261048864,0.002558894036606113,0.0012556692477952956
K001,N15_M01_F10,18,1499.5295880851952,0.6192745970432092,1050.1211719513283,99.99921875610347,0.8060311182548856,0.8977923580956153,1.8232052600255761,2.030764957604377,-1.4844885416426694,0.6165128984176478,0.0006583052185709441,0.0005592507827466918,0.001982064135134501,0.008204319973296691,0.0006267356709922919,0.00026750220467798,0.0002889035570235792,0.00022436239517430471,0.004048602829282054,0.022182470364170963,0.0029000443523393283,0.0014509161843827831,0.8242158757406439,0.9078633574170971,1.7212655628273195,1.8959522363854182,-1.4812949142520688,0.6205137473974273,0.007062685345898172,0.0023089385305282606,0.0027126239952896297,0.008319887633955239,0.0006137220141682376,0.0002766016369964905,0.00032027608953037675,0.0001743646998862673,0.0028578671140393436,0.08708323781134562,0.0027652421345096996,0.0013370691832832206
K001,N15_M01_F10,19,1499.566980666043,0.618812932081743,1049.5314184670726,99.99921875610347,0.8066673148268668,0.8981465998526448,1.8542004382277488,2.0644741499126757,-1.4815586346402048,0.6193678633609777,0.0032146165105706357,0.001507718021935093,0.0016827437981619393,0.007817745003691041,0.0005196114120977647,0.0004109633403242772,0.00032467616636009316,0.0002573867741113733,0.003356410376919572,0.02545903330393482,0.002438989961473514,0.001290879674479293,0.821651889122649,0.9064501581017287,1.70542358285732,1.8814311714929666,-1.4850697487481455,0.6222080626668623,0.010033052046160711,0.0012147822852993247,0.0022631437086813016,0.00825445994912791,0.0005074702329763233,0.0001707432703696239,0.00025318656926285894,0.0001621933799823171,0.004182650252799992,0.09154192662606338,0.002391802143007943,0.0011977398693349664
K001,N15_M01_F10,2,1499.6023723348637,0.6325368269982736,1045.3339497935722,99.99960937652585,0.8369922705506194,0.9148728165983616,1.8569555651790532,2.0297417646351117,-1.4823049264367254,0.6337726692629306,0.002795203260721204,0.0015378088393668738,0.001955481653095103,0.0069431571069521365,0.0004254399012661228,0.00034478198518735027,0.0003619617294676031,0.0001782178266756052,0.002580746678392511,0.02135089398211738,0.0022812050118981076,0.0011377226628608616,0.8504260639411789,0.9221854823955856,1.9726708971338307,2.1391259511149223,-1.4855578148538284,0.6363765584517335,0.009683119430950484,0.0012289848304311343,0.0024936053050696595,0.006996036975869625,0.0005016913396951965,0.00028681223922654537,0.00021127362401634906,0.00017380169506679,0.005487734530673271,0.084666041548703,0.002206315406128968,0.0011698813488774842
K001,N15_M01_F10,20,1499.6060660338303,0.6183999665491449,1049.553351605514,100.0,0.8056361994633906,0.8975723923246474,1.84524627563601,2.055818885936271,-1.4807741345874992,0.6138006523255641,0.0036904326629588944,0.001525065251871862,0.0018994253918033928,0.008524700353140294,0.0004962658404647735,0.000289704862001417,0.0005290437648234676,0.000316320250506591,0.0023610028912804146,0.024236418611483533,0.002724316240836482,0.0012717150066480886,0.8199250005853133,0.9054971013677036,1.878307799051661,2.0743388313607856,-1.4848768265251275,0.6163244635680164,0.009839025206329684,0.0009970799706194274,0.002205217060473521,0.009104458693001223,0.0006529089045914717,0.00019770530154050405,0.00020569613573070158,0.00022778870584212334,0.005183708511440024,0.09130951608464767,0.00271195878502644,0.0013772053960087447
K001,N15_M01_F10,3,1499.5799696682984,0.6288242827682772,1047.8626308606624,99.99960937652585,0.8280743595042969,0.9099859117064928,1.8734863268868782,2.0588080571198484,-1.4808586585887016,0.6251116038012796,0.00411821783532106,0.0013615415669871295,0.002392722161232001,0.008218209422261332,0.0005759446115002474,0.0002564638054043783,0.00028216347460502335,0.00024202346190289227,0.00264994656320985,0.015427757398810124,0.0020667307940851775,0.0010876968549454447,0.8418924142745584,0.917546954806433,1.7419290149621014,1.8984630768346686,-1.48767268206391,0.6278741187939955,0.006237739147895218,0.0013466529316598901,0.002416399220045833,0.00805838856967814,0.0004154745688839904,0.0002534659514528627,0.0003377155010114306,0.00021957314797528115,0.0064322861534472945,0.08326350445150058,0.0021778698016221686,0.0010498230922446887
